full_text,tokens,processed_text
"akredschool sekolah kami baru saja mendapatkan akreditasi a setelah menerapkan kurikulum berbasis hasil selama dua tahun","['akredschool', 'sekolah', 'baru', 'saja', 'mendapatkan', 'akreditasi', 'a', 'setelah', 'menerapkan', 'kurikulum', 'berbasis', 'hasil', 'selama', 'dua', 'tahun']","akredschool sekolah baru saja mendapatkan akreditasi a setelah menerapkan kurikulum berbasis hasil selama dua tahun"
"educonsulting penerapan obe di indonesia terkendala kurangnya pelatihan bagi pengajar dan kurangnya infrastruktur pendukung","['educonsulting', 'penerapan', 'obe', 'indonesia', 'terkendala', 'kurangnya', 'pelatihan', 'bagi', 'pengajar', 'kurangnya', 'infrastruktur', 'pendukung']","educonsulting penerapan obe indonesia terkendala kurangnya pelatihan bagi pengajar kurangnya infrastruktur pendukung"
"gururevo pendidikan berbasis hasil mengubah paradigma mengajar menjadi lebih berorientasi pada capaian siswa bukan hanya materi","['gururevo', 'pendidikan', 'berbasis', 'hasil', 'mengubah', 'paradigma', 'mengajar', 'menjadi', 'lebih', 'berorientasi', 'capaian', 'siswa', 'bukan', 'hanya', 'materi']","gururevo pendidikan berbasis hasil mengubah paradigma mengajar menjadi lebih berorientasi capaian siswa bukan hanya materi"
"assessmentpro evaluasi hasil belajar dalam obe harus terukur dan dapat dievaluasi dengan menggunakan berbagai instrumen","['assessmentpro', 'evaluasi', 'hasil', 'belajar', 'obe', 'harus', 'terukur', 'dapat', 'dievaluasi', 'menggunakan', 'berbagai', 'instrumen']","assessmentpro evaluasi hasil belajar obe harus terukur dapat dievaluasi menggunakan berbagai instrumen"
"elt2025 universitas duta bangsa akan menerapkan kurikulum berbasis hasil untuk seluruh program studi mulai semester depan","['elt2025', 'universitas', 'duta', 'bangsa', 'menerapkan', 'kurikulum', 'berbasis', 'hasil', 'seluruh', 'program', 'studi', 'mulai', 'semester', 'depan']","elt2025 universitas duta bangsa menerapkan kurikulum berbasis hasil seluruh program studi mulai semester depan"
"educationmind implementasi kurikulum obe membutuhkan perubahan mindset dari seluruh civitas akademika tidak mudah dilakukan","['educationmind', 'implementasi', 'kurikulum', 'obe', 'membutuhkan', 'perubahan', 'mindset', 'seluruh', 'civitas', 'akademika', 'tidak', 'mudah', 'dilakukan']","educationmind implementasi kurikulum obe membutuhkan perubahan mindset seluruh civitas akademika tidak mudah dilakukan"
"higheredtrends obe adalah trend pendidikan global yang harus diadopsi oleh seluruh perguruan tinggi di indonesia","['higheredtrends', 'obe', 'adalah', 'trend', 'pendidikan', 'global', 'harus', 'diadopsi', 'oleh', 'seluruh', 'perguruan', 'tinggi', 'indonesia']","higheredtrends obe adalah trend pendidikan global harus diadopsi oleh seluruh perguruan tinggi indonesia"
"learningexpert kurikulum berbasis hasil sangat bermanfaat untuk mempersiapkan lulusan yang siap kerja di era digitalisasi","['learningexpert', 'kurikulum', 'berbasis', 'hasil', 'sangat', 'bermanfaat', 'mempersiapkan', 'lulusan', 'siap', 'kerja', 'era', 'digitalisasi']","learningexpert kurikulum berbasis hasil sangat bermanfaat mempersiapkan lulusan siap kerja era digitalisasi"
"akademisi24 kami masih kesulitan menerapkan obe karena kurangnya pemahaman tentang perumusan cpl yang baik dan benar","['akademisi24', 'masih', 'kesulitan', 'menerapkan', 'obe', 'karena', 'kurangnya', 'pemahaman', 'perumusan', 'cpl', 'baik', 'benar']","akademisi24 masih kesulitan menerapkan obe karena kurangnya pemahaman perumusan cpl baik benar"
"uitm malaysia telah berhasil menerapkan kurikulum berbasis hasil sejak 2010 dan menjadi model bagi negara asean lainnya","['uitm', 'malaysia', 'telah', 'berhasil', 'menerapkan', 'kurikulum', 'berbasis', 'hasil', 'sejak', '2010', 'menjadi', 'model', 'bagi', 'negara', 'asean', 'lainnya']","uitm malaysia telah berhasil menerapkan kurikulum berbasis hasil sejak 2010 menjadi model bagi negara asean lainnya"
"curriculumdev perancangan pembelajaran berbasis obe harus dimulai dari perumusan profil lulusan yang jelas dan terukur","['curriculumdev', 'perancangan', 'pembelajaran', 'berbasis', 'obe', 'harus', 'dimulai', 'perumusan', 'profil', 'lulusan', 'jelas', 'terukur']","curriculumdev perancangan pembelajaran berbasis obe harus dimulai perumusan profil lulusan jelas terukur"
"educationforall kurikulum berbasis hasil memastikan semua siswa mendapatkan kompetensi yang dibutuhkan tidak hanya sebagian","['educationforall', 'kurikulum', 'berbasis', 'hasil', 'memastikan', 'semua', 'siswa', 'mendapatkan', 'kompetensi', 'dibutuhkan', 'tidak', 'hanya', 'sebagian']","educationforall kurikulum berbasis hasil memastikan semua siswa mendapatkan kompetensi dibutuhkan tidak hanya sebagian"
"dirjendikti kemendikbud mendorong semua perguruan tinggi untuk menerapkan kurikulum berbasis obe sebelum tahun 2026","['dirjendikti', 'kemendikbud', 'mendorong', 'semua', 'perguruan', 'tinggi', 'menerapkan', 'kurikulum', 'berbasis', 'obe', 'sebelum', 'tahun', '2026']","dirjendikti kemendikbud mendorong semua perguruan tinggi menerapkan kurikulum berbasis obe sebelum tahun 2026"
"rektor undip meminta semua fakultas untuk segera mengadopsi kurikulum berbasis hasil dalam pembelajaran mulai tahun ini","['rektor', 'undip', 'meminta', 'semua', 'fakultas', 'segera', 'mengadopsi', 'kurikulum', 'berbasis', 'hasil', 'pembelajaran', 'mulai', 'tahun']","rektor undip meminta semua fakultas segera mengadopsi kurikulum berbasis hasil pembelajaran mulai tahun"
"teachingphil pendidikan berbasis hasil sangat cocok dengan filosofi pendidikan yang berpusat pada siswa student centered learning","['teachingphil', 'pendidikan', 'berbasis', 'hasil', 'sangat', 'cocok', 'filosofi', 'pendidikan', 'berpusat', 'siswa', 'student', 'centered', 'learning']","teachingphil pendidikan berbasis hasil sangat cocok filosofi pendidikan berpusat siswa student centered learning"
"internationalassessment negara dengan sistem pendidikan berbasis hasil menunjukkan peningkatan signifikan dalam penilaian pisa","['internationalassessment', 'negara', 'sistem', 'pendidikan', 'berbasis', 'hasil', 'menunjukkan', 'peningkatan', 'signifikan', 'penilaian', 'pisa']","internationalassessment negara sistem pendidikan berbasis hasil menunjukkan peningkatan signifikan penilaian pisa"
"schoolreform kurikulum berbasis hasil telah diterapkan di finlandia dan menjadi salah satu faktor kesuksesan pendidikan mereka","['schoolreform', 'kurikulum', 'berbasis', 'hasil', 'telah', 'diterapkan', 'finlandia', 'menjadi', 'salah', 'satu', 'faktor', 'kesuksesan', 'pendidikan', 'mereka']","schoolreform kurikulum berbasis hasil telah diterapkan finlandia menjadi salah satu faktor kesuksesan pendidikan mereka"
"qualityedu penjaminan mutu dalam pendidikan berbasis hasil memerlukan evaluasi berkelanjutan dari semua pemangku kepentingan","['qualityedu', 'penjaminan', 'mutu', 'pendidikan', 'berbasis', 'hasil', 'memerlukan', 'evaluasi', 'berkelanjutan', 'semua', 'pemangku', 'kepentingan']","qualityedu penjaminan mutu pendidikan berbasis hasil memerlukan evaluasi berkelanjutan semua pemangku kepentingan"
"fakultas kedokteran ui telah menerapkan kurikulum berbasis hasil sejak tahun 2018 dengan dampak positif pada kompetensi lulusan","['fakultas', 'kedokteran', 'ui', 'telah', 'menerapkan', 'kurikulum', 'berbasis', 'hasil', 'sejak', 'tahun', '2018', 'dampak', 'positif', 'kompetensi', 'lulusan']","fakultas kedokteran ui telah menerapkan kurikulum berbasis hasil sejak tahun 2018 dampak positif kompetensi lulusan"
"eduqualityoffice penerapan obe di perguruan tinggi memerlukan dukungan sistem teknologi informasi yang terintegrasi","['eduqualityoffice', 'penerapan', 'obe', 'perguruan', 'tinggi', 'memerlukan', 'dukungan', 'sistem', 'teknologi', 'informasi', 'terintegrasi']","eduqualityoffice penerapan obe perguruan tinggi memerlukan dukungan sistem teknologi informasi terintegrasi"
"industryneeds dunia industri sangat mengapresiasi lulusan dari institusi yang menerapkan pendidikan berbasis hasil","['industryneeds', 'dunia', 'industri', 'sangat', 'mengapresiasi', 'lulusan', 'institusi', 'menerapkan', 'pendidikan', 'berbasis', 'hasil']","industryneeds dunia industri sangat mengapresiasi lulusan institusi menerapkan pendidikan berbasis hasil"
"lpmpjakarta tahun ini akan melakukan pendampingan implementasi kurikulum berbasis hasil di 50 sekolah percontohan","['lpmpjakarta', 'tahun', 'melakukan', 'pendampingan', 'implementasi', 'kurikulum', 'berbasis', 'hasil', '50', 'sekolah', 'percontohan']","lpmpjakarta tahun melakukan pendampingan implementasi kurikulum berbasis hasil 50 sekolah percontohan"
"ganesu obe adalah salah satu jawaban untuk memperbaiki relevansi pendidikan dengan kebutuhan dunia kerja saat ini","['ganesu', 'obe', 'adalah', 'salah', 'satu', 'jawaban', 'memperbaiki', 'relevansi', 'pendidikan', 'kebutuhan', 'dunia', 'kerja', 'saat']","ganesu obe adalah salah satu jawaban memperbaiki relevansi pendidikan kebutuhan dunia kerja saat"
"pustakaebookoke download ebook panduan lengkap penerapan outcome based education untuk perguruan tinggi di tautan berikut","['pustakaebookoke', 'download', 'ebook', 'panduan', 'lengkap', 'penerapan', 'outcome', 'based', 'education', 'perguruan', 'tinggi', 'tautan', 'berikut']","pustakaebookoke download ebook panduan lengkap penerapan outcome based education perguruan tinggi tautan berikut"
"bsnp_id badan standar nasional pendidikan mendorong seluruh lembaga pendidikan untuk menerapkan kurikulum berbasis hasil","['bsnp_id', 'badan', 'standar', 'nasional', 'pendidikan', 'mendorong', 'seluruh', 'lembaga', 'pendidikan', 'menerapkan', 'kurikulum', 'berbasis', 'hasil']","bsnp_id badan standar nasional pendidikan mendorong seluruh lembaga pendidikan menerapkan kurikulum berbasis hasil"
"dekan fakultas ilmu pendidikan uny mengajak seluruh dosen untuk mempelajari konsep obe melalui program pelatihan khusus","['dekan', 'fakultas', 'ilmu', 'pendidikan', 'uny', 'mengajak', 'seluruh', 'dosen', 'mempelajari', 'konsep', 'obe', 'melalui', 'program', 'pelatihan', 'khusus']","dekan fakultas ilmu pendidikan uny mengajak seluruh dosen mempelajari konsep obe melalui program pelatihan khusus"
"indopreneur mitra industri sangat mendukung perubahan kurikulum menjadi berbasis hasil karena menghasilkan lulusan siap kerja","['indopreneur', 'mitra', 'industri', 'sangat', 'mendukung', 'perubahan', 'kurikulum', 'menjadi', 'berbasis', 'hasil', 'karena', 'menghasilkan', 'lulusan', 'siap', 'kerja']","indopreneur mitra industri sangat mendukung perubahan kurikulum menjadi berbasis hasil karena menghasilkan lulusan siap kerja"
"obeforum2025 konferensi nasional implementasi obe di perguruan tinggi akan diselenggarakan di bali pada bulan mei mendatang","['obeforum2025', 'konferensi', 'nasional', 'implementasi', 'obe', 'perguruan', 'tinggi', 'diselenggarakan', 'bali', 'bulan', 'mei', 'mendatang']","obeforum2025 konferensi nasional implementasi obe perguruan tinggi diselenggarakan bali bulan mei mendatang"
"unisba universitas islam bandung telah melaksanakan kurikulum berbasis hasil untuk seluruh program studi sejak tahun 2022","['unisba', 'universitas', 'islam', 'bandung', 'telah', 'melaksanakan', 'kurikulum', 'berbasis', 'hasil', 'seluruh', 'program', 'studi', 'sejak', 'tahun', '2022']","unisba universitas islam bandung telah melaksanakan kurikulum berbasis hasil seluruh program studi sejak tahun 2022"
"obehandbook buku panduan implementasi outcome based education untuk perguruan tinggi telah terbit dan dapat diunduh gratis","['obehandbook', 'buku', 'panduan', 'implementasi', 'outcome', 'based', 'education', 'perguruan', 'tinggi', 'telah', 'terbit', 'dapat', 'diunduh', 'gratis']","obehandbook buku panduan implementasi outcome based education perguruan tinggi telah terbit dapat diunduh gratis"
"teacherjourney masa transisi menuju pembelajaran berbasis hasil adalah tantangan besar bagi guru yang terbiasa dengan metode lama","['teacherjourney', 'masa', 'transisi', 'menuju', 'pembelajaran', 'berbasis', 'hasil', 'adalah', 'tantangan', 'besar', 'bagi', 'guru', 'terbiasa', 'metode', 'lama']","teacherjourney masa transisi menuju pembelajaran berbasis hasil adalah tantangan besar bagi guru terbiasa metode lama"
"aseanedution negara-negara asean sepakat untuk mendorong implementasi kurikulum berbasis hasil di seluruh institusi pendidikan","['aseanedution', 'negara-negara', 'asean', 'sepakat', 'mendorong', 'implementasi', 'kurikulum', 'berbasis', 'hasil', 'seluruh', 'institusi', 'pendidikan']","aseanedution negara-negara asean sepakat mendorong implementasi kurikulum berbasis hasil seluruh institusi pendidikan"
"lpdp memberikan beasiswa khusus untuk penelitian tentang efektivitas implementasi obe di perguruan tinggi indonesia","['lpdp', 'memberikan', 'beasiswa', 'khusus', 'penelitian', 'efektivitas', 'implementasi', 'obe', 'perguruan', 'tinggi', 'indonesia']","lpdp memberikan beasiswa khusus penelitian efektivitas implementasi obe perguruan tinggi indonesia"
"gettingready kurikulum berbasis hasil memang tidak mudah diterapkan tapi hasilnya sangat signifikan bagi kualitas lulusan","['gettingready', 'kurikulum', 'berbasis', 'hasil', 'memang', 'tidak', 'mudah', 'diterapkan', 'tapi', 'hasilnya', 'sangat', 'signifikan', 'bagi', 'kualitas', 'lulusan']","gettingready kurikulum berbasis hasil memang tidak mudah diterapkan tapi hasilnya sangat signifikan bagi kualitas lulusan"
"senatakademik universitas hasanuddin telah mengesahkan kebijakan implementasi kurikulum berbasis hasil untuk seluruh prodi","['senatakademik', 'universitas', 'hasanuddin', 'telah', 'mengesahkan', 'kebijakan', 'implementasi', 'kurikulum', 'berbasis', 'hasil', 'seluruh', 'prodi']","senatakademik universitas hasanuddin telah mengesahkan kebijakan implementasi kurikulum berbasis hasil seluruh prodi"
"edusystemindonesia masih banyak tantangan dalam implementasi obe di indonesia terutama terkait sumber daya dan infrastruktur","['edusystemindonesia', 'masih', 'banyak', 'tantangan', 'implementasi', 'obe', 'indonesia', 'terutama', 'terkait', 'sumber', 'daya', 'infrastruktur']","edusystemindonesia masih banyak tantangan implementasi obe indonesia terutama terkait sumber daya infrastruktur"
"ppgspada pelatihan guru untuk implementasi kurikulum berbasis hasil akan dilaksanakan secara daring pada bulan juni 2025","['ppgspada', 'pelatihan', 'guru', 'implementasi', 'kurikulum', 'berbasis', 'hasil', 'dilaksanakan', 'secara', 'daring', 'bulan', 'juni', '2025']","ppgspada pelatihan guru implementasi kurikulum berbasis hasil dilaksanakan secara daring bulan juni 2025"
"studyreport hasil penelitian menunjukkan bahwa implementasi obe di indonesia masih perlu banyak perbaikan dari berbagai aspek","['studyreport', 'hasil', 'penelitian', 'menunjukkan', 'bahwa', 'implementasi', 'obe', 'indonesia', 'masih', 'perlu', 'banyak', 'perbaikan', 'berbagai', 'aspek']","studyreport hasil penelitian menunjukkan bahwa implementasi obe indonesia masih perlu banyak perbaikan berbagai aspek"
